name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_costfor_two_people,listed_intype,listed_incity
Biryani Addicts,0,0,3.700448817952718,0,Nagawara,Delivery,Biryani,500.0,Delivery,Kalyan Nagar
AL Habeeb Restaurant,0,0,3.700448817952718,0,Nagawara,Quick Bites,"Biryani, North Indian",350.0,Delivery,Kalyan Nagar
Shiva's Naram Garam,0,0,3.3,4,Banaswadi,Quick Bites,"North Indian, Chinese",250.0,Delivery,Kalyan Nagar
Shandong Express,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,North Indian,300.0,Delivery,Kalyan Nagar
Sneha Fast Food,0,0,3.700448817952718,0,Banaswadi,Quick Bites,Fast Food,200.0,Delivery,Kalyan Nagar
ILA Kitchen,0,0,3.7,14,Banaswadi,Casual Dining,Kerala,500.0,Delivery,Kalyan Nagar
Cafe Beirut,0,0,3.7,41,Kammanahalli,Quick Bites,Arabian,250.0,Delivery,Kalyan Nagar
Creamyum,0,0,4.0,95,HBR Layout,Delivery,"Bakery, Desserts",300.0,Delivery,Kalyan Nagar
Malabar Food Court,0,0,3.4,7,HBR Layout,Quick Bites,"Chinese, Kerala, South Indian",400.0,Delivery,Kalyan Nagar
Cluxi,0,0,3.6,15,Kammanahalli,Quick Bites,Fast Food,300.0,Delivery,Kalyan Nagar
Orchid Wine And Dine,0,0,3.0,9,Banaswadi,Casual Dining,"North Indian, Chinese, Mughlai",700.0,Delivery,Kalyan Nagar
Sandesh,0,0,3.1,16,Hennur,Sweet Shop,"Mithai, Street Food",400.0,Delivery,Kalyan Nagar
Rolls On Wheels,0,0,2.8,69,Banaswadi,Quick Bites,"Fast Food, Rolls, Momos",300.0,Delivery,Kalyan Nagar
Hotel Prameela Veg,0,0,3.700448817952718,0,Banaswadi,Quick Bites,South Indian,100.0,Delivery,Kalyan Nagar
Bigs Kitchen,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"Fast Food, Pizza, Salad",200.0,Delivery,Kalyan Nagar
IFun Burgers N More,0,0,3.700448817952718,0,Banaswadi,Quick Bites,Fast Food,300.0,Delivery,Kalyan Nagar
New Hilal Restaurant,0,0,3.700448817952718,0,Kammanahalli,Casual Dining,"Biryani, Chinese, Kebab",550.0,Delivery,Kalyan Nagar
Koobi Veg & Non-Veg,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"Chinese, Pizza, Fast Food",450.0,Delivery,Kalyan Nagar
Krussh,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,Fast Food,100.0,Delivery,Kalyan Nagar
Taste Of The Nation,0,0,3.0,110,Banaswadi,Unknown,North Indian,650.0,Delivery,Kalyan Nagar
Lassi Lab,0,0,3.700448817952718,0,Kammanahalli,"Dessert Parlor, Quick Bites","Desserts, Drinks Only",100.0,Delivery,Kalyan Nagar
Dezzertz,0,0,3.700448817952718,0,HBR Layout,Bakery,Bakery,200.0,Delivery,Kalyan Nagar
Balaji Biriyani Corner,0,0,3.700448817952718,0,HBR Layout,Quick Bites,"Biryani, South Indian, Chinese",350.0,Delivery,Kalyan Nagar
Foodie Born,0,0,3.700448817952718,0,Kammanahalli,Delivery,"Bengali, Chinese, North Indian",300.0,Delivery,Kalyan Nagar
Hungry Bite Cafe,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"Fast Food, Beverages",300.0,Delivery,Kalyan Nagar
Sri Andhra Bhawan,0,0,3.700448817952718,0,Banaswadi,Casual Dining,"North Indian, South Indian",,Delivery,Kalyan Nagar
Christy's Chicken Biryani,0,0,3.700448817952718,0,Banaswadi,Quick Bites,Biryani,200.0,Delivery,Kalyan Nagar
Hotel Gowdru Mane,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"South Indian, Mangalorean, Chinese, Juices",400.0,Delivery,Kalyan Nagar
ABY?s Kitchen,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"Chinese, North Indian",350.0,Delivery,Kalyan Nagar
Grill Zone,0,0,3.700448817952718,0,HBR Layout,Delivery,Fast Food,150.0,Delivery,Kalyan Nagar
Cafe Sulaimani,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"Kerala, South Indian, Biryani",300.0,Delivery,Kalyan Nagar
Curries & Pickles,0,0,3.700448817952718,0,Banaswadi,Quick Bites,Andhra,200.0,Delivery,Kalyan Nagar
Sri Krishna,0,0,3.700448817952718,0,Banaswadi,Quick Bites,Fast Food,300.0,Delivery,Kalyan Nagar
Sapna's Kitchen,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"Chinese, North Indian, South Indian",400.0,Delivery,Kalyan Nagar
New Ruchi Veg Non Veg,0,0,3.700448817952718,0,Banaswadi,Quick Bites,Fast Food,150.0,Delivery,Kalyan Nagar
Reddy's Corner Restaurant,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"North Indian, Chinese",300.0,Delivery,Kalyan Nagar
Kartik,0,0,3.4,6,Banaswadi,"Casual Dining, Bar","Chinese, North Indian",700.0,Delivery,Kalyan Nagar
Leela's Kitchen,0,0,3.8,104,Banaswadi,Quick Bites,"Kerala, South Indian, North Indian, Chinese",400.0,Delivery,Kalyan Nagar
Aahara,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"Modern Indian, Biryani",300.0,Delivery,Kalyan Nagar
Dilli Highway,0,0,3.0,25,Kammanahalli,Delivery,North Indian,400.0,Delivery,Kalyan Nagar
Kenriy The Restro,0,0,3.3,6,Kammanahalli,Casual Dining,"Goan, Mangalorean",800.0,Delivery,Kalyan Nagar
Mazedaar,0,0,3.2,10,HBR Layout,Quick Bites,"North Indian, Chinese",300.0,Delivery,Kalyan Nagar
Shammah's,0,0,3.3,21,Hennur,Quick Bites,"Chinese, North Indian",300.0,Delivery,Kalyan Nagar
Sprinkled,0,0,3.8,17,Kammanahalli,"Takeaway, Delivery","Bakery, Desserts",500.0,Delivery,Kalyan Nagar
JIS Cafe,0,0,3.700448817952718,0,Kammanahalli,"Takeaway, Delivery","Fast Food, Desserts",400.0,Delivery,Kalyan Nagar
Goodness! Beverages,0,0,3.700448817952718,0,Kammanahalli,"Takeaway, Delivery",Beverages,250.0,Delivery,Kalyan Nagar
Hayaat,0,0,3.4,7,Kammanahalli,Casual Dining,"Kerala, Chinese, North Indian",600.0,Delivery,Kalyan Nagar
Pig Out,0,0,3.2,9,Kammanahalli,Quick Bites,South Indian,300.0,Delivery,Kalyan Nagar
Delish Chinese Fast Food,1,0,3.2,4,Banaswadi,Quick Bites,"Chinese, North Indian, Biryani",300.0,Delivery,Kalyan Nagar
Creme Bliss,1,0,3.9,42,HBR Layout,Bakery,"Bakery, Desserts",350.0,Delivery,Kalyan Nagar
Zam Zam Restaurant,0,0,3.1,7,Banaswadi,Quick Bites,"Chinese, North Indian",400.0,Delivery,Kalyan Nagar
Arcots Home Kitchen,0,0,3.700448817952718,0,Rammurthy Nagar,Delivery,"North Indian, South Indian",250.0,Delivery,Kalyan Nagar
Ahmad's Chicken Hut,0,0,3.2,9,Banaswadi,Quick Bites,"North Indian, Chinese",200.0,Delivery,Kalyan Nagar
Ocean's Delight,0,0,3.4,13,Kammanahalli,Casual Dining,"Seafood, Biryani, South Indian",700.0,Delivery,Kalyan Nagar
Sidekicks,0,0,3.4,9,Kammanahalli,Quick Bites,Continental,450.0,Delivery,Kalyan Nagar
Hot Momos,0,0,3.700448817952718,0,Hennur,Quick Bites,Fast Food,150.0,Delivery,Kalyan Nagar
Central Cafe,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"South Indian, Kerala",150.0,Delivery,Kalyan Nagar
Opt For Fitness,0,0,3.4,7,Kammanahalli,Delivery,"Continental, Healthy Food",400.0,Delivery,Kalyan Nagar
Sree Ganesh Fruit Juice Center,0,0,3.700448817952718,0,Banaswadi,Beverage Shop,Drinks Only,100.0,Delivery,Kalyan Nagar
Cream House Ice Creams,0,0,3.700448817952718,0,Banaswadi,Dessert Parlor,Ice Cream,200.0,Delivery,Kalyan Nagar
7 Spice,0,0,3.4,5,Banaswadi,Quick Bites,"Biryani, Chinese",250.0,Delivery,Kalyan Nagar
Curry Chatty Paradise,0,0,3.700448817952718,0,Kammanahalli,"Takeaway, Delivery","South Indian, North Indian, Chinese",300.0,Delivery,Kalyan Nagar
Maamu's Tandoor Chai,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,Beverages,300.0,Delivery,Kalyan Nagar
Black Pepper,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"North Indian, South Indian, Biryani",200.0,Delivery,Kalyan Nagar
Flayvours4u,0,0,3.2,27,Hennur,"Dessert Parlor, Beverage Shop","Ice Cream, Beverages",150.0,Delivery,Kalyan Nagar
Agnihotri Cuisines,0,0,3.700448817952718,0,Banaswadi,"Takeaway, Delivery","Chinese, North Indian, Fast Food",500.0,Delivery,Kalyan Nagar
Innate,0,0,3.0,8,Hennur,Delivery,Beverages,,Delivery,Kalyan Nagar
Panchamukhi Sagar,0,0,3.2,4,Banaswadi,Quick Bites,"North Indian, South Indian, Chinese",300.0,Delivery,Kalyan Nagar
Shanghai Xpress,0,0,3.1,11,Kammanahalli,Quick Bites,Chinese,300.0,Delivery,Kalyan Nagar
Biriyummy,0,0,3.3,6,Banaswadi,Quick Bites,"Biryani, Kebab",250.0,Delivery,Kalyan Nagar
Lassi House,0,0,3.700448817952718,0,Banaswadi,Beverage Shop,"Beverages, Desserts",150.0,Delivery,Kalyan Nagar
Chickmate,0,0,3.4,6,Banaswadi,Quick Bites,Fast Food,,Delivery,Kalyan Nagar
Cafeteria Al - Falah,0,0,3.3,5,Banaswadi,Quick Bites,"Fast Food, North Indian",300.0,Delivery,Kalyan Nagar
Grow Fit,0,0,3.8,68,Banaswadi,Delivery,"Healthy Food, North Indian, Thai",500.0,Delivery,Kalyan Nagar
Ali Bhai- Rolls and Kebabs,1,0,3.700448817952718,0,Kalyan Nagar,Unknown,"Rolls, North Indian, Mughlai",150.0,Delivery,Kalyan Nagar
Roll Junction,0,0,3.700448817952718,0,Nagawara,Quick Bites,"Fast Food, Rolls",150.0,Delivery,Kalyan Nagar
Sri Datta Biryani House,0,0,3.5,54,Banaswadi,Quick Bites,"Andhra, Biryani, Chinese, North Indian",300.0,Delivery,Kalyan Nagar
Bottoms Up Resto Bar,1,0,3.9,248,Kalyan Nagar,Bar,"Finger Food, Italian, Continental",1200.0,Delivery,Kalyan Nagar
SK Tiffins Corner,1,0,3.3,4,Banaswadi,Quick Bites,South Indian,100.0,Delivery,Kalyan Nagar
Jiffy Cafe,0,0,3.4,6,Hennur,Cafe,Cafe,500.0,Delivery,Kalyan Nagar
Havmor,1,0,3.1,27,Banaswadi,"Takeaway, Delivery","Ice Cream, Desserts",200.0,Delivery,Kalyan Nagar
Victoria Terminus,1,0,2.9,54,Banaswadi,Quick Bites,"Fast Food, Maharashtrian, Rolls",250.0,Delivery,Kalyan Nagar
Tawa Fresh,1,0,3.4,12,Hennur,Quick Bites,"Seafood, Biryani, South Indian, North Indian, Rolls",300.0,Delivery,Kalyan Nagar
Panjurli Family Restaurant,0,0,3.700448817952718,0,Rammurthy Nagar,Quick Bites,"South Indian, North Indian, Chinese",400.0,Delivery,Kalyan Nagar
Shake It Off,1,0,3.9,17,Kalyan Nagar,Beverage Shop,"Beverages, Fast Food",600.0,Delivery,Kalyan Nagar
5 star food,1,0,3.700448817952718,0,Kammanahalli,Quick Bites,"South Indian, Fast Food",300.0,Delivery,Kalyan Nagar
Dharani Foods,0,0,3.7,26,Banaswadi,Casual Dining,"North Indian, Chinese, Biryani",,Delivery,Kalyan Nagar
Best B Restaurant,1,0,3.5,12,HBR Layout,Quick Bites,"South Indian, North Indian, Chinese, Kerala",400.0,Delivery,Kalyan Nagar
Sai Bhavan Veg & Non Veg,1,0,3.2,11,Banaswadi,Quick Bites,"Mughlai, Chinese, South Indian",400.0,Delivery,Kalyan Nagar
Corner House Ice Cream,0,0,4.4,669,Kalyan Nagar,Dessert Parlor,"Ice Cream, Desserts",400.0,Desserts,Kalyan Nagar
Mugful Of Stories,0,0,4.6,274,Kalyan Nagar,Dessert Parlor,"Desserts, Bakery",300.0,Desserts,Kalyan Nagar
IceBreakers,0,0,3.9,14,Kalyan Nagar,Dessert Parlor,"Desserts, Ice Cream",500.0,Desserts,Kalyan Nagar
The Original Bistro,0,0,4.1,71,Kalyan Nagar,Casual Dining,"Italian, Beverages",600.0,Desserts,Kalyan Nagar
Thran Bakery,0,0,3.6,8,Kalyan Nagar,Bakery,"Bakery, Desserts, Beverages",600.0,Desserts,Kalyan Nagar
Ibaco,1,0,3.9,90,Kalyan Nagar,Dessert Parlor,Desserts,300.0,Desserts,Kalyan Nagar
Bombay Chowpaty Kulfi,0,0,3.7,40,Kalyan Nagar,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts,Kalyan Nagar
KC Das - Elite Sweets,0,0,3.2,29,Kalyan Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0,Desserts,Kalyan Nagar
Lune Cakes,0,0,3.700448817952718,0,Kalyan Nagar,Dessert Parlor,Desserts,400.0,Desserts,Kalyan Nagar
The Twenty Handmade Chocolates,0,0,3.700448817952718,0,Kalyan Nagar,Bakery,Bakery,200.0,Desserts,Kalyan Nagar
Baskin Robbins,0,0,3.6,27,Kalyan Nagar,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts,Kalyan Nagar
Smooth,0,0,3.700448817952718,0,Kalyan Nagar,Dessert Parlor,"Desserts, Ice Cream",200.0,Desserts,Kalyan Nagar
Just Bake,1,0,3.0,38,Kalyan Nagar,Bakery,"Bakery, Desserts",400.0,Desserts,Kalyan Nagar
Dream Scoopers,0,0,3.4,16,Kalyan Nagar,Dessert Parlor,"Ice Cream, Desserts",200.0,Desserts,Kalyan Nagar
Amma's Pastries,0,0,3.9,130,HBR Layout,Bakery,Bakery,400.0,Desserts,Kalyan Nagar
Nandhana Mithai,0,0,3.700448817952718,0,Kammanahalli,Sweet Shop,"Mithai, Desserts",500.0,Desserts,Kalyan Nagar
Ganesh Bakery,0,0,3.700448817952718,0,Kammanahalli,Bakery,"Bakery, Fast Food",500.0,Desserts,Kalyan Nagar
Sri Krishna Sweets,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"Mithai, Street Food",250.0,Desserts,Kalyan Nagar
Purple Cafe,0,0,3.700448817952718,0,Kammanahalli,"Bakery, Quick Bites","Bakery, Fast Food, Desserts",300.0,Desserts,Kalyan Nagar
Sweenack Sweets,0,0,3.700448817952718,0,Kammanahalli,Sweet Shop,Mithai,400.0,Desserts,Kalyan Nagar
Bake N Joy,0,0,3.5,6,Kammanahalli,Dessert Parlor,"Bakery, Beverages",500.0,Desserts,Kalyan Nagar
Sri Venkateshwara Sweets Chats Juice Centre,0,0,3.4,5,HBR Layout,Beverage Shop,"Beverages, Juices, Street Food",100.0,Desserts,Kalyan Nagar
Cafe Coffee Day,0,0,3.1,10,Kammanahalli,Cafe,"Cafe, Fast Food",900.0,Desserts,Kalyan Nagar
VT Bakes,0,0,3.700448817952718,0,Banaswadi,Bakery,"Bakery, Desserts",200.0,Desserts,Kalyan Nagar
Sri Krishna Sweets,0,0,3.700448817952718,0,Banaswadi,Sweet Shop,"Mithai, Street Food",150.0,Desserts,Kalyan Nagar
A Little For Love,0,0,3.4,12,Hennur,Bakery,Bakery,350.0,Desserts,Kalyan Nagar
Arun Icecreams,0,0,3.1,6,Banaswadi,Dessert Parlor,"Ice Cream, Desserts",150.0,Desserts,Kalyan Nagar
CAD (M) CAD (B),0,0,3.2,6,Banaswadi,Kiosk,Street Food,200.0,Desserts,Kalyan Nagar
BYLI - Bet You Love It!,0,1,4.2,1989,Kalyan Nagar,Casual Dining,"Continental, Italian, Mexican, Asian",800.0,Dine-out,Kalyan Nagar
Wanderers,0,1,4.0,662,Kalyan Nagar,"Microbrewery, Casual Dining","Continental, North Indian, South Indian, Italian",1500.0,Dine-out,Kalyan Nagar
Thran,0,1,4.2,308,Kalyan Nagar,Casual Dining,Korean,1300.0,Dine-out,Kalyan Nagar
Chung Wah,1,1,4.0,702,Kalyan Nagar,Casual Dining,"Chinese, Thai, Momos, Vietnamese",800.0,Dine-out,Kalyan Nagar
Fiddler's Green,0,1,3.9,74,Kalyan Nagar,"Casual Dining, Bar","Continental, American, Indonesian, Asian, Thai",1200.0,Dine-out,Kalyan Nagar
Agent Jack's Bar,0,1,4.0,377,Kalyan Nagar,Bar,"Continental, North Indian, Italian",1300.0,Dine-out,Kalyan Nagar
A2B - Adyar Ananda Bhavan,1,0,3.6,244,Kalyan Nagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,Kalyan Nagar
Swagatham Rayalaseema Ruchulu,1,0,3.3,24,Kalyan Nagar,Casual Dining,Unknown,600.0,Dine-out,Kalyan Nagar
Tang of Jamaica,0,0,3.4,28,Kalyan Nagar,Casual Dining,"American, Mexican, BBQ",900.0,Dine-out,Kalyan Nagar
Oregano Pizzeria,0,0,3.700448817952718,0,Kalyan Nagar,Quick Bites,"Italian, Pizza",300.0,Dine-out,Kalyan Nagar
Irie,0,0,3.2,1,Kalyan Nagar,Casual Dining,"North Indian, Chinese",800.0,Dine-out,Kalyan Nagar
Specialist Restaurant,0,0,3.1,9,Kalyan Nagar,Quick Bites,"North Indian, South Indian, Chinese",400.0,Dine-out,Kalyan Nagar
Sugar N Spice,0,0,2.7,16,Kalyan Nagar,Quick Bites,"Fast Food, Beverages",400.0,Dine-out,Kalyan Nagar
Pizza Hut,1,0,2.7,434,Kalyan Nagar,Casual Dining,"Pizza, Fast Food",750.0,Dine-out,Kalyan Nagar
Mavalli Tiffin Room (MTR),0,0,4.1,203,Kalyan Nagar,Quick Bites,South Indian,250.0,Dine-out,Kalyan Nagar
Five Star Chicken,0,0,3.3,14,Kalyan Nagar,"Quick Bites, Kiosk","Roast Chicken, Burger",300.0,Dine-out,Kalyan Nagar
Vietnamese Kitchen,0,0,3.1,6,Kalyan Nagar,Quick Bites,Vietnamese,150.0,Dine-out,Kalyan Nagar
SGS Nonveg- Gundu Palav,0,0,3.6,24,Kalyan Nagar,Quick Bites,"Biryani, Fast Food",400.0,Dine-out,Kalyan Nagar
New Udupi Upahara,0,0,3.6,84,Kalyan Nagar,Quick Bites,"Chinese, North Indian, South Indian",200.0,Dine-out,Kalyan Nagar
BS Kolkatta Chats,0,0,3.700448817952718,0,Kalyan Nagar,Quick Bites,Street Food,100.0,Dine-out,Kalyan Nagar
Taste Of Andhra,0,0,3.700448817952718,0,Kalyan Nagar,Quick Bites,"Andhra, South Indian",300.0,Dine-out,Kalyan Nagar
Chetty's Coffee,0,0,3.5,87,Kalyan Nagar,Quick Bites,South Indian,150.0,Dine-out,Kalyan Nagar
Ambur Hot Dum Biriyani,0,0,3.700448817952718,0,Kalyan Nagar,Quick Bites,Biryani,120.0,Dine-out,Kalyan Nagar
Bhuvaneshwari Mess,0,0,3.700448817952718,0,Kalyan Nagar,Quick Bites,"South Indian, North Indian, Biryani",250.0,Dine-out,Kalyan Nagar
Bismilla Kabab & Biryani Centre,0,0,3.2,4,Kalyan Nagar,Quick Bites,"North Indian, Chinese",300.0,Dine-out,Kalyan Nagar
Sri Krishna Bhavan,0,0,3.5,14,Kalyan Nagar,Quick Bites,"South Indian, North Indian",250.0,Dine-out,Kalyan Nagar
Juba Cafe,0,0,3.4,13,Kalyan Nagar,Quick Bites,Juices,100.0,Dine-out,Kalyan Nagar
Lakshmi Bhavan Vegetarian,0,0,3.700448817952718,0,Kalyan Nagar,Quick Bites,South Indian,100.0,Dine-out,Kalyan Nagar
Yamiez Chinese,0,0,3.700448817952718,0,Kalyan Nagar,Quick Bites,Chinese,200.0,Dine-out,Kalyan Nagar
Ruchi Food Plaza,0,0,3.700448817952718,0,Kalyan Nagar,Quick Bites,"North Indian, South Indian",150.0,Dine-out,Kalyan Nagar
Paranthas and Dosas,0,0,3.7,300,Kalyan Nagar,Quick Bites,"North Indian, South Indian",400.0,Dine-out,Kalyan Nagar
Nine2twelve,0,0,3.700448817952718,0,Kalyan Nagar,Quick Bites,South Indian,300.0,Dine-out,Kalyan Nagar
New Taj Biryani Centre,0,0,3.700448817952718,0,Kalyan Nagar,Quick Bites,Biryani,300.0,Dine-out,Kalyan Nagar
Arirang Korean Restaurant,0,1,4.0,237,Kammanahalli,Casual Dining,Korean,1400.0,Dine-out,Kalyan Nagar
Al-Badia Restaurant,0,0,4.2,89,Kammanahalli,Casual Dining,Arabian,700.0,Dine-out,Kalyan Nagar
Food Star,0,0,3.2,16,Kammanahalli,Casual Dining,"North Indian, Chinese",500.0,Dine-out,Kalyan Nagar
Raanthal,0,0,3.700448817952718,0,HBR Layout,Casual Dining,"South Indian, Kerala",400.0,Dine-out,Kalyan Nagar
Sree Gajanana Juice Centre,0,0,3.700448817952718,0,Kammanahalli,Beverage Shop,Juices,100.0,Dine-out,Kalyan Nagar
Al-Arabi Restaurant,0,0,3.700448817952718,0,Kammanahalli,Casual Dining,Arabian,500.0,Dine-out,Kalyan Nagar
Bite and Pipes,0,0,3.5,13,Kammanahalli,Casual Dining,"Continental, Chinese",500.0,Dine-out,Kalyan Nagar
H3O,0,0,3.1,12,Kammanahalli,Bar,"North Indian, Chinese",1000.0,Dine-out,Kalyan Nagar
Burger King,1,0,3.9,718,Kammanahalli,Quick Bites,"Burger, Fast Food, Beverages",600.0,Dine-out,Kalyan Nagar
KFC,1,0,3.1,616,Kammanahalli,Quick Bites,"Burger, Fast Food",450.0,Dine-out,Kalyan Nagar
Biryani Joint,0,0,3.3,4,Kammanahalli,Quick Bites,"South Indian, Biryani",200.0,Dine-out,Kalyan Nagar
Mizo Dawr,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,North Eastern,400.0,Dine-out,Kalyan Nagar
Ambur Biriyani Zone,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"Biryani, Kebab",200.0,Dine-out,Kalyan Nagar
Bismillah Kabab Center,0,0,3.700448817952718,0,HBR Layout,Quick Bites,"Kebab, Fast Food",200.0,Dine-out,Kalyan Nagar
Al Ghani Resetaurant,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"Mughlai, Biryani",400.0,Dine-out,Kalyan Nagar
Hotel Sagar,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"South Indian, Chinese, Street Food",200.0,Dine-out,Kalyan Nagar
Ruby Kabab Centre,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"Biryani, North Indian",200.0,Dine-out,Kalyan Nagar
JK Home Foods,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"South Indian, North Indian",200.0,Dine-out,Kalyan Nagar
Al-Shadab Cafe,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"Biryani, Kebab",200.0,Dine-out,Kalyan Nagar
Famous Kabab Center,0,0,3.700448817952718,0,HBR Layout,Quick Bites,Kebab,150.0,Dine-out,Kalyan Nagar
Razakhiya Hotel,0,0,3.700448817952718,0,HBR Layout,Quick Bites,"Biryani, Kebab",250.0,Dine-out,Kalyan Nagar
Food Box Restaurant,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,Fast Food,400.0,Dine-out,Kalyan Nagar
New Udupi Grand,0,0,3.700448817952718,0,HBR Layout,Quick Bites,"North Indian, South Indian, Chinese",200.0,Dine-out,Kalyan Nagar
Banarasi Chat Centre,0,0,3.2,6,Kammanahalli,Quick Bites,Street Food,150.0,Dine-out,Kalyan Nagar
Turf's Up,0,0,3.700448817952718,0,HBR Layout,Quick Bites,Fast Food,300.0,Dine-out,Kalyan Nagar
Ice Berg,0,0,3.3,7,Kammanahalli,Quick Bites,Fast Food,300.0,Dine-out,Kalyan Nagar
Sree Gajanana Fruit Juice Centre,0,0,3.3,6,Kammanahalli,Quick Bites,"Juices, Fast Food",150.0,Dine-out,Kalyan Nagar
Khan's,0,0,3.700448817952718,0,HBR Layout,Quick Bites,"Biryani, Kebab",200.0,Dine-out,Kalyan Nagar
Bengaluru Mudde Hotel,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"South Indian, Biryani",300.0,Dine-out,Kalyan Nagar
Ambur Biryani,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"Biryani, Kebab",250.0,Dine-out,Kalyan Nagar
Khushbu Biryani Centre,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"Biryani, Kebab",200.0,Dine-out,Kalyan Nagar
MK Biryani,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,Biryani,250.0,Dine-out,Kalyan Nagar
Malabar Day,0,0,3.700448817952718,0,Kammanahalli,Quick Bites,"Kerala, Fast Food, Beverages",300.0,Dine-out,Kalyan Nagar
McDonald's,1,0,2.9,215,Kammanahalli,Quick Bites,"Burger, Fast Food",500.0,Dine-out,Kalyan Nagar
Pecos Mojo,0,0,4.0,157,Banaswadi,Pub,Finger Food,1100.0,Dine-out,Kalyan Nagar
The Story Wall Bistro,0,0,3.7,18,Banaswadi,Casual Dining,"Italian, Continental",600.0,Dine-out,Kalyan Nagar
Biriyani House,1,0,3.8,200,Banaswadi,Casual Dining,"Andhra, North Indian, Biryani, Beverages",600.0,Dine-out,Kalyan Nagar
Al-Noor Restaurant,1,0,3.700448817952718,0,Nagawara,Quick Bites,"Chinese, North Indian, Mughlai",400.0,Dine-out,Kalyan Nagar
Lil Asia,0,0,3.3,4,Banaswadi,Casual Dining,"Chinese, Thai, Nepalese, Tibetan",350.0,Dine-out,Kalyan Nagar
Pooja Dosa Camp,0,0,4.0,130,Banaswadi,Quick Bites,South Indian,200.0,Dine-out,Kalyan Nagar
New Shanthi Sagar,0,0,3.700448817952718,0,Banaswadi,Casual Dining,"North Indian, South Indian, Fast Food",450.0,Dine-out,Kalyan Nagar
Al Barack Cafetaria,0,0,3.6,20,Banaswadi,Quick Bites,Arabian,300.0,Dine-out,Kalyan Nagar
De Grand,1,0,3.3,70,Hennur,Casual Dining,"North Indian, Chinese",600.0,Dine-out,Kalyan Nagar
Sultan - Palace Darbar Restaurant,0,0,3.3,7,Nagawara,Quick Bites,"North Indian, Chinese",400.0,Dine-out,Kalyan Nagar
Srinidhi Upachar,0,0,3.6,70,Banaswadi,Quick Bites,"South Indian, Chinese",200.0,Dine-out,Kalyan Nagar
New Salem Spices,0,0,3.5,50,Banaswadi,Casual Dining,"South Indian, Chettinad, Chinese",600.0,Dine-out,Kalyan Nagar
Coffee Thindi,0,0,3.5,15,Banaswadi,Quick Bites,South Indian,150.0,Dine-out,Kalyan Nagar
Chintu Chit Chat Centre,0,0,3.6,15,Banaswadi,Quick Bites,Street Food,100.0,Dine-out,Kalyan Nagar
The Sky Lounge - Tamarind Hospitality,0,0,3.7,100,Banaswadi,Bar,"North Indian, South Indian, Chinese, Continental",1200.0,Dine-out,Kalyan Nagar
Kanti Sweets,1,0,3.8,92,Banaswadi,Quick Bites,"Mithai, Street Food",400.0,Dine-out,Kalyan Nagar
Sri Guru Vaibhava Veg,0,0,3.700448817952718,0,Banaswadi,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250.0,Dine-out,Kalyan Nagar
The White Owl - Resto Cafe,0,0,3.700448817952718,0,Banaswadi,Casual Dining,"Continental, Chinese",550.0,Dine-out,Kalyan Nagar
Degchi Restaurant,0,0,3.7,103,Banaswadi,Casual Dining,North Indian,600.0,Dine-out,Kalyan Nagar
New Udupi Park,0,0,3.0,11,Banaswadi,Casual Dining,"South Indian, North Indian, Chinese",400.0,Dine-out,Kalyan Nagar
Shake It,0,0,3.700448817952718,0,Banaswadi,Beverage Shop,Beverages,100.0,Dine-out,Kalyan Nagar
Ambur Hot Dum Biriyani,0,0,3.700448817952718,0,Banaswadi,Quick Bites,Biryani,200.0,Dine-out,Kalyan Nagar
